# Truck: GFR-69 · Fleet: GFR · Granularity: Per minute · Range: 2026-05-04T07:00:00.000Z → 2026-05-06T06:59:59.999Z · Rows: 1478 · Generated: 2026-05-06T14:31:03.875Z
Truck Number,Fleet,PowerMon Serial,Timestamp,Voltage 1 (Chassis),Voltage 2 (Sleeper),Current (A),Power (W),SOC (%),Temperature (°F),Energy Remaining (kWh),Charge (Ah),Signal RSSI,Power Status,Parked,Latitude,Longitude
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T19:56:00.000Z,13.52,12.01,0.24,3.2,100.0,77.5,10.37,20.25,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T19:57:00.000Z,13.52,12.01,0.24,3.3,100.0,77.5,10.37,20.25,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T19:58:00.000Z,13.52,12.01,0.21,2.9,100.0,77.5,10.37,20.26,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T19:59:00.000Z,13.52,12.01,0.23,3.1,100.0,77.5,10.37,20.26,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:00:00.000Z,13.52,12.01,0.20,2.7,100.0,77.5,10.37,20.27,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:01:00.000Z,13.52,12.01,0.20,2.7,100.0,77.5,10.37,20.27,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:02:00.000Z,13.52,12.01,0.22,3.0,100.0,77.5,10.37,20.27,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:03:00.000Z,13.52,12.01,0.22,3.0,100.0,77.5,10.37,20.28,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:04:00.000Z,13.52,12.01,0.22,2.9,100.0,77.5,10.37,20.28,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:05:00.000Z,13.52,12.01,0.21,2.8,100.0,77.5,10.37,20.28,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:06:00.000Z,13.52,12.01,0.19,2.6,100.0,77.5,10.37,20.29,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:07:00.000Z,13.52,12.01,0.22,3.0,100.0,77.5,10.37,20.29,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:08:00.000Z,13.52,12.01,0.24,3.2,100.0,77.5,10.37,20.30,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:09:00.000Z,13.52,12.01,0.22,3.0,100.0,77.5,10.37,20.30,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:10:00.000Z,13.52,12.01,0.30,4.0,100.0,77.5,10.37,20.30,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:11:00.000Z,13.52,12.01,0.29,3.9,100.0,77.5,10.37,20.31,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:12:00.000Z,13.52,12.01,0.26,3.4,100.0,77.5,10.37,20.31,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:13:00.000Z,13.52,12.01,0.23,3.0,100.0,77.5,10.37,20.32,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:14:00.000Z,13.51,12.01,0.32,4.3,100.0,77.5,10.37,20.32,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:21:00.000Z,13.51,12.01,0.31,4.2,100.0,77.5,10.37,20.36,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:25:00.000Z,13.51,12.01,0.32,4.3,100.0,77.5,10.37,20.38,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:26:00.000Z,13.51,12.01,0.29,4.0,100.0,77.5,10.37,20.38,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:27:00.000Z,13.51,12.01,0.25,3.4,100.0,77.5,10.37,20.38,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:28:00.000Z,13.51,12.01,0.26,3.6,100.0,77.5,10.37,20.39,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:29:00.000Z,13.51,12.01,0.30,4.1,100.0,77.5,10.37,20.39,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:30:00.000Z,13.51,12.01,0.25,3.3,100.0,77.5,10.37,20.40,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:31:00.000Z,13.51,12.01,0.25,3.4,100.0,77.5,10.37,20.40,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:32:00.000Z,13.51,12.01,0.31,4.2,100.0,77.6,10.37,20.41,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:33:00.000Z,13.51,12.01,0.27,3.7,100.0,77.6,10.37,20.41,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:34:00.000Z,13.51,12.01,0.24,3.3,100.0,77.6,10.37,20.42,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:35:00.000Z,13.51,12.01,0.35,4.7,100.0,77.6,10.37,20.42,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:36:00.000Z,13.51,12.01,0.36,4.8,100.0,77.6,10.37,20.43,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:37:00.000Z,13.50,12.01,0.35,4.8,100.0,77.6,10.37,20.43,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:38:00.000Z,13.50,12.01,0.32,4.4,100.0,77.6,10.37,20.44,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:39:00.000Z,13.50,12.01,0.30,4.1,100.0,77.6,10.37,20.44,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:40:00.000Z,13.50,12.01,0.33,4.5,100.0,77.6,10.37,20.45,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:41:00.000Z,13.50,12.01,0.27,3.7,100.0,77.6,10.37,20.45,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:42:00.000Z,13.50,12.01,0.31,4.2,100.0,77.6,10.37,20.46,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:43:00.000Z,13.50,12.01,0.33,4.5,100.0,77.6,10.37,20.46,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:44:00.000Z,13.50,12.01,0.28,3.8,100.0,77.6,10.37,20.47,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:45:00.000Z,13.50,12.01,0.26,3.5,100.0,77.6,10.37,20.47,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:46:00.000Z,13.50,12.01,0.26,3.6,100.0,77.6,10.37,20.48,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:47:00.000Z,13.50,12.01,0.35,4.8,100.0,77.6,10.37,20.48,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:48:00.000Z,13.50,12.01,0.29,3.9,100.0,77.6,10.37,20.49,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:49:00.000Z,13.50,12.01,0.26,3.5,100.0,77.6,10.37,20.49,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:50:00.000Z,13.50,12.01,0.27,3.6,100.0,77.6,10.37,20.50,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:51:00.000Z,13.50,12.01,0.28,3.8,100.0,77.6,10.37,20.50,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:52:00.000Z,13.50,12.01,0.20,2.7,100.0,77.6,10.37,20.50,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:53:00.000Z,13.50,12.01,0.24,3.3,100.0,77.6,10.37,20.51,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:54:00.000Z,13.50,12.01,0.31,4.2,100.0,77.6,10.37,20.51,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:55:00.000Z,13.50,12.01,0.27,3.6,100.0,77.6,10.37,20.52,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:56:00.000Z,13.50,12.01,0.27,3.7,100.0,77.6,10.37,20.52,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:57:00.000Z,13.50,12.01,0.29,3.9,100.0,77.6,10.37,20.53,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:58:00.000Z,13.50,12.01,0.26,3.6,100.0,77.6,10.37,20.53,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T20:59:00.000Z,13.50,12.01,0.20,2.7,100.0,77.6,10.37,20.53,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:06:00.000Z,13.50,12.01,0.23,3.1,100.0,77.6,10.37,20.56,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:10:00.000Z,13.50,12.01,0.21,2.9,100.0,77.7,10.37,20.58,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:11:00.000Z,13.50,12.01,0.22,2.9,100.0,77.7,10.37,20.58,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:12:00.000Z,13.50,12.01,0.24,3.2,100.0,77.7,10.37,20.59,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:13:00.000Z,13.50,12.01,0.27,3.6,100.0,77.7,10.37,20.59,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:14:00.000Z,13.50,12.01,0.24,3.2,100.0,77.7,10.37,20.60,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:15:00.000Z,13.50,12.01,0.25,3.4,100.0,77.7,10.37,20.60,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:16:00.000Z,13.50,12.01,0.20,2.7,100.0,77.7,10.37,20.60,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:17:00.000Z,13.50,12.01,0.27,3.7,100.0,77.7,10.37,20.61,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:18:00.000Z,13.50,12.01,0.19,2.6,100.0,77.7,10.37,20.61,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:19:00.000Z,13.50,12.01,0.26,3.5,100.0,77.7,10.37,20.61,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:20:00.000Z,13.50,12.01,0.23,3.1,100.0,77.7,10.37,20.62,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:21:00.000Z,13.50,12.01,0.23,3.1,100.0,77.7,10.37,20.62,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:22:00.000Z,13.50,12.01,0.29,3.9,100.0,77.7,10.37,20.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:23:00.000Z,13.49,12.01,0.75,10.1,100.0,77.7,10.37,20.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:24:00.000Z,13.49,12.01,0.35,4.7,100.0,77.7,10.37,20.64,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:25:00.000Z,13.49,12.01,0.79,10.7,100.0,77.7,10.37,20.66,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:26:00.000Z,13.51,12.01,-1.64,-22.2,100.0,77.7,10.37,20.66,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:27:00.000Z,13.52,12.01,-0.87,-11.7,100.0,77.7,10.37,20.64,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:28:00.000Z,13.53,12.01,-0.27,-3.7,100.0,77.7,10.37,20.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:29:00.000Z,13.53,12.01,-0.04,-0.6,100.0,77.7,10.37,20.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:30:00.000Z,13.53,12.01,0.08,1.1,100.0,77.7,10.37,20.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:31:00.000Z,13.53,12.01,0.18,2.5,100.0,77.7,10.37,20.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:32:00.000Z,13.53,12.01,0.21,2.9,100.0,77.7,10.37,20.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:33:00.000Z,13.53,12.01,0.25,3.3,100.0,77.7,10.37,20.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:34:00.000Z,13.53,12.01,0.28,3.7,100.0,77.7,10.37,20.64,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:35:00.000Z,13.52,12.01,0.34,4.6,100.0,77.7,10.37,20.64,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:36:00.000Z,13.52,12.01,0.37,5.0,100.0,77.7,10.37,20.65,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:37:00.000Z,13.52,12.01,0.39,5.3,100.0,77.7,10.37,20.66,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:38:00.000Z,13.52,12.01,0.39,5.3,100.0,77.7,10.37,20.66,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:39:00.000Z,13.52,12.01,0.47,6.4,100.0,77.7,10.37,20.67,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:40:00.000Z,13.51,12.01,0.41,5.6,100.0,77.7,10.37,20.68,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:41:00.000Z,13.51,12.01,0.46,6.2,100.0,77.8,10.37,20.69,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:42:00.000Z,13.51,12.01,0.42,5.6,100.0,77.8,10.37,20.69,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:43:00.000Z,13.51,12.01,0.40,5.4,100.0,77.8,10.37,20.70,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:44:00.000Z,13.51,12.01,0.43,5.8,100.0,77.7,10.37,20.71,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:45:00.000Z,13.51,12.01,0.42,5.6,100.0,77.8,10.37,20.71,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:46:00.000Z,13.50,12.01,0.46,6.2,100.0,77.8,10.37,20.72,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:47:00.000Z,13.50,12.01,0.42,5.7,100.0,77.8,10.37,20.73,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:48:00.000Z,13.50,12.01,0.41,5.5,100.0,77.8,10.37,20.74,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:49:00.000Z,13.50,12.01,0.41,5.6,100.0,77.8,10.37,20.74,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:50:00.000Z,13.50,12.01,0.41,5.6,100.0,77.8,10.37,20.75,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:51:00.000Z,13.50,12.01,0.43,5.8,100.0,77.8,10.37,20.76,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:52:00.000Z,13.50,12.01,0.37,5.0,100.0,77.8,10.37,20.76,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:53:00.000Z,13.49,12.01,0.37,5.1,100.0,77.8,10.37,20.77,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:54:00.000Z,13.49,12.01,0.37,5.0,100.0,77.8,10.37,20.78,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:55:00.000Z,13.49,12.01,0.35,4.7,100.0,77.8,10.37,20.78,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:56:00.000Z,13.49,12.01,0.41,5.6,100.0,77.8,10.37,20.79,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:57:00.000Z,13.49,12.01,0.38,5.1,100.0,77.8,10.37,20.79,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:58:00.000Z,13.49,12.01,0.37,5.0,100.0,77.8,10.37,20.80,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T21:59:00.000Z,13.49,12.01,0.31,4.2,100.0,77.8,10.37,20.80,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:00:00.000Z,13.49,12.01,0.34,4.6,100.0,77.8,10.37,20.81,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:01:00.000Z,13.49,12.01,0.25,3.3,100.0,77.8,10.37,20.81,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:02:00.000Z,13.49,12.01,0.19,2.6,100.0,77.8,10.37,20.82,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:03:00.000Z,13.49,12.01,0.15,2.0,100.0,77.8,10.37,20.82,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:04:00.000Z,13.49,12.01,0.15,2.0,100.0,77.8,10.37,20.82,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:05:00.000Z,13.49,12.01,0.16,2.1,100.0,77.8,10.37,20.83,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:06:00.000Z,13.49,12.01,0.14,1.9,100.0,77.8,10.37,20.83,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:07:00.000Z,13.49,12.01,0.14,1.8,100.0,77.8,10.37,20.83,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:08:00.000Z,13.49,12.01,0.16,2.2,100.0,77.8,10.37,20.84,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:09:00.000Z,13.49,12.01,0.14,1.9,100.0,77.8,10.37,20.84,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:10:00.000Z,13.50,12.01,0.15,2.0,100.0,77.8,10.37,20.84,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:11:00.000Z,13.50,12.01,0.16,2.2,100.0,77.8,10.37,20.84,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:12:00.000Z,13.50,12.01,0.19,2.5,100.0,77.8,10.37,20.84,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:13:00.000Z,13.50,12.01,0.14,1.9,100.0,77.8,10.37,20.85,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:14:00.000Z,13.50,12.01,0.19,2.5,100.0,77.9,10.37,20.85,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:15:00.000Z,13.50,12.01,0.19,2.5,100.0,77.9,10.37,20.85,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:16:00.000Z,13.50,12.01,0.17,2.4,100.0,77.9,10.37,20.86,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:17:00.000Z,13.50,12.01,0.17,2.3,100.0,77.9,10.37,20.86,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:18:00.000Z,13.50,12.01,0.21,2.8,100.0,77.9,10.37,20.86,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:19:00.000Z,13.50,12.01,0.22,3.0,100.0,77.9,10.37,20.86,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:20:00.000Z,13.50,12.01,0.18,2.4,100.0,77.9,10.37,20.87,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:21:00.000Z,13.50,12.01,0.13,1.7,100.0,77.9,10.37,20.87,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:22:00.000Z,13.50,12.01,0.15,2.0,100.0,77.9,10.37,20.87,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:23:00.000Z,13.50,12.01,0.22,3.0,100.0,77.9,10.37,20.88,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:24:00.000Z,13.50,12.01,0.18,2.4,100.0,77.9,10.37,20.88,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:25:00.000Z,13.50,12.01,0.19,2.5,100.0,77.9,10.37,20.88,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:26:00.000Z,13.51,12.01,0.19,2.5,100.0,77.9,10.37,20.89,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:27:00.000Z,13.51,12.01,0.12,1.6,100.0,77.9,10.37,20.89,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:28:00.000Z,13.51,12.01,0.09,1.3,100.0,77.9,10.37,20.89,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:29:00.000Z,13.51,12.01,0.09,1.2,100.0,77.9,10.37,20.89,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:30:00.000Z,13.51,12.01,0.15,2.0,100.0,77.9,10.37,20.89,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:31:00.000Z,13.51,12.01,0.10,1.3,100.0,77.9,10.37,20.89,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:32:00.000Z,13.51,12.01,0.13,1.8,100.0,77.9,10.37,20.90,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:33:00.000Z,13.51,12.01,0.13,1.8,100.0,77.9,10.37,20.90,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:34:00.000Z,13.51,12.01,0.10,1.3,100.0,77.9,10.37,20.90,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:35:00.000Z,13.52,12.01,0.06,0.9,100.0,77.9,10.37,20.90,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:36:00.000Z,13.52,12.01,0.16,2.2,100.0,77.9,10.37,20.90,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:37:00.000Z,13.52,12.01,0.15,2.1,100.0,77.9,10.37,20.91,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:38:00.000Z,13.52,12.01,0.13,1.8,100.0,77.9,10.37,20.91,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:39:00.000Z,13.52,12.01,0.14,1.9,100.0,77.9,10.37,20.91,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:40:00.000Z,13.52,12.01,0.21,2.8,100.0,77.9,10.37,20.92,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:41:00.000Z,13.52,12.01,0.22,3.0,100.0,77.9,10.37,20.92,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:42:00.000Z,13.52,12.01,0.20,2.7,100.0,77.9,10.37,20.92,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:43:00.000Z,13.52,12.01,0.24,3.2,100.0,77.9,10.37,20.93,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:44:00.000Z,13.52,12.00,0.22,2.9,100.0,77.9,10.37,20.93,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:45:00.000Z,13.52,12.01,0.29,4.0,100.0,77.9,10.37,20.93,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:46:00.000Z,13.52,12.01,0.30,4.0,100.0,77.9,10.37,20.94,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:47:00.000Z,13.52,12.01,0.38,5.2,100.0,77.9,10.37,20.94,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:48:00.000Z,13.52,12.01,0.34,4.6,100.0,77.9,10.37,20.95,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:49:00.000Z,13.52,12.01,0.34,4.6,100.0,77.9,10.37,20.95,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:50:00.000Z,13.52,12.01,0.30,4.1,100.0,77.9,10.37,20.96,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:51:00.000Z,13.52,12.01,0.28,3.7,100.0,77.9,10.37,20.96,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:52:00.000Z,13.51,12.01,0.32,4.3,100.0,78.0,10.37,20.97,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:53:00.000Z,13.51,12.01,0.29,3.9,100.0,78.0,10.37,20.98,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:54:00.000Z,13.51,12.01,0.27,3.7,100.0,78.0,10.37,20.98,-32768,OFF,Yes,,
