# Truck: GFR-69 · Fleet: GFR · Granularity: Per minute · Range: 2026-05-04T07:00:00.000Z → 2026-05-06T06:59:59.999Z · Rows: 1478 · Generated: 2026-05-06T14:31:03.875Z
Truck Number,Fleet,PowerMon Serial,Timestamp,Voltage 1 (Chassis),Voltage 2 (Sleeper),Current (A),Power (W),SOC (%),Temperature (°F),Energy Remaining (kWh),Charge (Ah),Signal RSSI,Power Status,Parked,Latitude,Longitude
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:41:00.000Z,13.50,12.02,0.20,2.6,100.0,78.5,10.37,23.26,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:48:00.000Z,13.51,12.02,0.22,3.0,100.0,78.4,10.37,23.29,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:52:00.000Z,13.51,12.02,0.20,2.7,100.0,78.4,10.37,23.30,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:53:00.000Z,13.51,12.02,0.26,3.6,100.0,78.4,10.37,23.31,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:54:00.000Z,13.51,12.02,0.32,4.3,100.0,78.4,10.37,23.31,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:55:00.000Z,13.51,12.02,0.28,3.8,100.0,78.4,10.37,23.32,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:56:00.000Z,13.51,12.02,0.29,3.9,100.0,78.4,10.37,23.32,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:57:00.000Z,13.51,12.02,0.21,2.8,100.0,78.4,10.37,23.33,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:58:00.000Z,13.51,12.02,0.30,4.0,100.0,78.4,10.37,23.33,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:59:00.000Z,13.52,12.02,0.32,4.3,100.0,78.4,10.37,23.33,-32768,OFF,Yes,,
